,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
36956,36956,0,3,male,31.0,0,0,9.84,S
36957,36957,0,2,female,63.0,0,0,30.7,S
36958,36958,0,1,male,46.0,3,2,78.25,S
36959,36959,0,3,male,29.0,0,0,8.79,S
36960,36960,1,2,female,68.0,0,1,27.69,C
36961,36961,0,3,female,5.0,1,2,82.58,C
36962,36962,1,1,female,56.0,0,0,25.97,S
36963,36963,0,2,male,34.0,0,0,7.05,S
36964,36964,1,3,female,10.0,0,0,10.49,C
36965,36965,1,2,male,55.0,2,0,19.94,S
36966,36966,0,3,male,52.0,0,2,13.5,S
36967,36967,1,1,male,49.0,1,0,22.74,S
36968,36968,0,1,female,53.0,3,0,77.81,S
36969,36969,0,1,male,37.0,0,0,25.14,S
36970,36970,0,3,female,25.0,0,0,8.39,C
36971,36971,0,3,male,14.0,0,0,8.41,Q
36972,36972,1,3,male,19.0,0,0,9.31,S
36973,36973,0,3,male,34.0,0,0,24.9,S
36974,36974,0,1,male,58.0,1,0,383.85,S
36975,36975,1,3,female,33.0,0,0,13.63,S
36976,36976,0,3,male,26.0,2,0,11.66,S
36977,36977,0,2,male,29.0,0,0,9.09,S
36978,36978,0,2,female,23.0,0,0,11.91,S
36979,36979,1,1,female,56.0,0,0,227.25,C
36980,36980,0,1,male,61.0,3,1,25.98,Q
36981,36981,0,3,male,,0,0,8.99,S
36982,36982,0,1,male,51.0,0,0,61.42,S
36983,36983,0,3,female,60.0,0,0,11.95,S
36984,36984,0,2,male,33.0,0,0,23.61,S
36985,36985,1,1,male,29.0,0,0,198.09,S
36986,36986,1,1,female,55.0,0,0,88.92,C
36987,36987,0,3,female,8.0,1,2,10.79,S
36988,36988,1,1,female,31.0,1,2,68.84,S
36989,36989,1,2,female,33.0,3,1,28.55,C
36990,36990,1,1,female,57.0,0,0,177.91,S
36991,36991,0,1,female,50.0,0,0,9.67,S
36992,36992,0,3,male,22.0,0,0,29.23,S
36993,36993,0,1,male,39.0,0,0,30.67,S
36994,36994,0,3,male,35.0,0,0,8.56,S
36995,36995,1,2,male,4.0,1,1,32.65,S
36996,36996,0,3,male,53.0,0,0,10.11,S
36997,36997,1,1,female,29.0,0,0,77.36,C
36998,36998,0,3,male,19.0,0,0,8.8,S
36999,36999,1,1,male,26.0,1,2,74.55,S
37000,37000,0,1,female,42.0,0,0,52.29,S
37001,37001,1,1,male,,1,2,80.62,C
37002,37002,0,3,male,7.0,0,0,439.22,S
37003,37003,0,3,male,48.0,0,0,7.71,S
37004,37004,0,3,male,34.0,0,0,27.14,S
37005,37005,1,3,female,0.33,0,1,30.73,S
37006,37006,0,3,female,30.0,0,0,4.87,S
37007,37007,1,2,male,18.0,0,1,21.99,S
37008,37008,0,1,male,36.0,1,2,72.3,S
37009,37009,0,1,male,62.0,0,0,10.2,S
37010,37010,0,2,male,21.0,0,0,25.2,S
37011,37011,1,1,female,63.0,0,0,34.74,C
37012,37012,0,3,male,34.0,0,0,9.68,S
37013,37013,0,3,male,22.0,0,0,8.27,S
37014,37014,0,1,male,,0,0,10.1,S
37015,37015,0,2,male,48.0,0,0,21.72,S
37016,37016,1,2,female,43.0,0,0,32.3,S
37017,37017,0,2,male,12.0,2,1,23.52,S
37018,37018,0,3,male,62.0,0,0,21.09,S
37019,37019,1,3,male,25.0,0,0,10.21,C
37020,37020,1,2,female,44.0,0,0,5.01,S
37021,37021,1,1,female,61.0,0,1,10.75,C
37022,37022,0,3,male,22.0,0,0,10.81,S
37023,37023,1,2,female,22.0,0,0,26.33,S
37024,37024,1,1,female,27.0,0,0,255.52,C
37025,37025,1,1,female,39.0,1,0,519.97,C
37026,37026,0,1,female,76.0,0,0,8.72,S
37027,37027,1,3,female,30.0,3,0,10.88,S
37028,37028,1,2,female,11.0,2,2,28.68,S
37029,37029,0,1,male,65.0,0,0,23.81,S
37030,37030,1,3,female,7.0,1,1,244.22,S
37031,37031,1,3,female,21.0,1,0,8.2,S
37032,37032,0,3,male,34.0,0,0,9.21,S
37033,37033,1,1,female,60.0,1,2,90.11,C
37034,37034,0,3,male,20.0,0,0,12.55,C
37035,37035,1,3,female,48.0,0,0,7.67,S
37036,37036,0,3,male,52.0,0,0,8.61,S
37037,37037,1,3,male,51.0,0,0,24.91,S
37038,37038,0,3,male,5.0,4,1,64.43,S
37039,37039,0,1,male,44.0,1,0,86.49,S
37040,37040,1,1,female,35.0,0,0,76.35,S
37041,37041,0,3,male,32.0,4,0,30.57,S
37042,37042,0,2,male,53.0,2,1,6.99,S
37043,37043,1,1,female,60.0,0,1,26.95,C
37044,37044,1,2,female,16.0,0,0,12.62,S
37045,37045,0,3,male,61.0,1,0,26.16,S
37046,37046,0,3,male,19.0,0,2,7.11,S
37047,37047,1,1,male,52.0,1,2,167.15,C
37048,37048,0,3,male,25.0,0,0,8.81,S
37049,37049,0,1,male,28.0,1,1,74.95,C
37050,37050,1,3,female,29.0,0,0,12.46,S
37051,37051,0,3,male,23.0,1,0,11.9,S
37052,37052,0,2,male,35.0,0,0,12.83,S
37053,37053,0,3,male,22.0,0,0,15.06,S
37054,37054,0,1,male,48.0,0,0,24.79,C
37055,37055,1,1,female,26.0,1,0,218.12,C
37056,37056,1,1,female,36.0,1,2,93.37,C
37057,37057,0,3,male,52.0,0,0,12.28,S
37058,37058,0,3,female,61.0,0,0,27.09,C
37059,37059,1,2,female,55.0,0,0,9.68,S
37060,37060,1,1,female,24.0,0,0,287.52,C
37061,37061,0,2,male,62.0,0,0,30.43,Q
37062,37062,0,1,male,61.0,1,2,29.14,C
37063,37063,1,3,female,6.0,0,1,34.0,C
37064,37064,0,3,male,36.0,0,1,10.9,S
37065,37065,1,1,female,25.0,2,2,25.48,S
37066,37066,0,3,male,,0,0,10.86,S
37067,37067,1,1,female,64.0,1,1,31.85,S
37068,37068,0,2,male,63.0,0,0,6.59,S
37069,37069,0,1,female,47.0,5,2,83.28,S
37070,37070,1,1,female,44.0,0,0,121.29,S
37071,37071,0,3,male,27.0,0,0,8.08,S
37072,37072,0,3,male,44.0,0,0,65.42,S
37073,37073,0,1,male,42.0,0,1,183.81,C
37074,37074,1,1,male,50.0,0,0,31.81,C
37075,37075,1,2,female,3.0,1,1,27.18,S
37076,37076,0,2,male,37.0,0,0,11.79,S
37077,37077,1,2,female,54.0,0,0,16.54,S
37078,37078,0,3,male,31.0,0,0,8.37,S
37079,37079,0,1,male,61.0,0,0,71.57,S
37080,37080,1,2,female,10.0,0,2,288.13,S
37081,37081,1,2,female,51.0,0,0,30.67,S
37082,37082,0,3,male,7.0,0,0,9.18,S
37083,37083,0,2,female,58.0,2,0,23.82,S
37084,37084,1,3,female,14.0,0,1,12.54,S
37085,37085,0,2,male,38.0,1,0,10.48,S
37086,37086,0,3,male,23.0,0,0,10.19,Q
37087,37087,1,1,female,57.0,0,0,26.44,C
37088,37088,1,3,female,74.0,0,0,8.48,C
37089,37089,1,1,female,66.0,0,0,7.63,C
37090,37090,0,2,male,32.0,0,0,27.69,S
37091,37091,1,1,female,49.0,0,1,204.5,C
37092,37092,0,1,female,51.0,1,0,74.94,S
37093,37093,1,2,female,54.0,0,0,30.22,C
37094,37094,0,1,female,55.0,1,0,27.08,Q
37095,37095,1,1,female,27.0,1,1,37.04,C
37096,37096,1,1,male,34.0,0,0,18.65,S
37097,37097,1,2,female,11.0,0,3,28.1,C
37098,37098,1,1,female,28.0,0,3,209.54,S
37099,37099,1,1,male,40.0,1,0,33.13,S
37100,37100,0,3,male,40.0,0,9,16.15,S
37101,37101,0,3,female,24.0,0,0,9.39,S
37102,37102,0,3,male,59.0,0,0,7.76,S
37103,37103,1,2,female,20.0,0,0,15.81,S
37104,37104,0,1,male,30.0,1,0,51.44,S
37105,37105,1,1,female,35.0,1,0,125.06,C
37106,37106,0,3,female,,0,0,28.5,S
37107,37107,0,1,female,55.0,0,0,100.46,Q
37108,37108,1,2,female,6.0,0,1,27.07,C
37109,37109,1,2,female,34.0,0,0,27.63,C
37110,37110,1,3,male,54.0,1,1,23.45,S
37111,37111,0,1,male,24.0,0,0,70.67,S
37112,37112,0,1,male,23.0,0,0,23.82,S
37113,37113,1,1,male,50.0,1,2,91.39,C
37114,37114,0,2,female,19.0,0,0,15.12,C
37115,37115,0,1,male,50.0,0,1,25.1,S
37116,37116,0,3,male,47.0,0,0,19.52,S
37117,37117,0,3,male,42.0,2,2,24.79,S
37118,37118,0,3,male,61.0,0,0,10.36,S
37119,37119,1,1,female,23.0,0,0,229.18,C
37120,37120,0,3,male,64.0,0,0,12.01,S
37121,37121,0,3,male,43.0,0,0,9.36,S
37122,37122,0,1,female,62.0,0,0,27.0,S
37123,37123,1,3,female,19.0,0,0,12.31,S
37124,37124,0,3,female,68.0,0,2,12.64,S
37125,37125,0,3,male,65.0,0,0,21.95,S
37126,37126,0,1,male,37.0,1,0,68.72,
37127,37127,1,2,female,70.0,0,0,10.28,S
37128,37128,0,2,male,51.0,0,0,10.19,S
37129,37129,0,3,male,36.0,0,0,30.24,S
37130,37130,0,1,male,44.0,0,0,225.91,S
37131,37131,1,3,female,29.0,1,1,33.44,S
37132,37132,0,2,female,22.0,0,0,10.0,S
37133,37133,1,3,male,5.0,1,1,34.25,S
37134,37134,0,2,male,41.0,1,0,35.44,S
37135,37135,0,3,male,48.0,0,0,9.18,S
37136,37136,0,3,male,32.0,0,0,8.06,S
37137,37137,1,3,male,26.0,0,0,9.5,S
37138,37138,0,3,male,47.0,1,0,11.35,S
37139,37139,0,3,male,22.0,0,0,8.36,S
37140,37140,0,3,female,71.0,0,0,11.09,S
37141,37141,1,3,female,54.0,0,2,9.56,S
37142,37142,0,1,male,54.0,0,0,31.99,C
37143,37143,1,1,female,37.0,0,0,10.77,C
37144,37144,0,2,male,30.0,0,0,,S
37145,37145,1,1,male,58.0,0,0,226.08,Q
37146,37146,0,1,male,44.0,1,2,91.2,Q
37147,37147,0,3,male,21.0,0,0,8.18,S
37148,37148,1,2,female,3.0,2,1,33.03,S
37149,37149,1,3,female,71.0,0,0,31.94,S
37150,37150,0,3,male,21.0,0,0,11.72,S
37151,37151,0,2,male,19.0,0,0,10.61,S
37152,37152,0,3,male,43.0,1,0,24.03,S
37153,37153,1,2,female,46.5,0,0,28.08,S
37154,37154,0,3,male,27.0,0,0,5.49,S
37155,37155,0,3,male,24.0,2,0,8.87,S
37156,37156,1,3,female,27.0,0,0,2.29,Q
37157,37157,0,1,male,61.0,0,4,212.54,S
37158,37158,1,1,female,16.0,1,0,181.8,S
37159,37159,0,1,male,33.0,2,0,27.11,S
37160,37160,0,3,male,49.0,0,0,5.46,S
37161,37161,0,3,male,39.0,1,0,6.95,S
37162,37162,1,2,female,,0,1,25.5,S
37163,37163,0,3,male,5.0,2,0,28.73,C
37164,37164,0,3,male,30.0,0,0,7.33,S
37165,37165,1,2,female,63.0,0,0,139.81,C
37166,37166,0,2,male,59.0,2,1,29.69,S
37167,37167,0,3,male,0.42,1,2,68.16,S
37168,37168,1,2,female,72.0,0,0,11.61,S
37169,37169,1,2,female,77.0,0,0,14.83,S
37170,37170,1,2,female,9.0,0,0,9.16,S
37171,37171,1,3,male,24.0,0,0,4.19,S
37172,37172,1,3,female,27.0,0,0,9.02,S
37173,37173,0,2,male,60.0,0,0,5.06,S
37174,37174,1,1,female,42.0,0,0,36.9,C
37175,37175,0,1,male,4.0,1,2,26.77,S
37176,37176,0,2,male,23.0,0,0,5.75,S
37177,37177,0,1,female,31.0,1,2,75.18,C
37178,37178,1,2,female,,2,2,28.94,C
37179,37179,0,2,male,34.0,0,0,9.74,S
37180,37180,1,3,female,36.0,0,0,31.5,S
37181,37181,1,1,female,62.0,0,0,25.55,C
37182,37182,0,3,male,53.0,0,0,9.75,S
37183,37183,1,3,female,36.0,0,0,9.74,C
37184,37184,0,3,male,48.0,0,3,28.81,S
37185,37185,1,2,female,46.0,0,0,5.96,S
37186,37186,1,2,female,,0,0,24.37,C
37187,37187,0,1,male,65.0,0,2,176.59,S
37188,37188,0,2,male,51.0,0,0,10.44,S
37189,37189,0,3,female,9.0,0,1,21.58,S
37190,37190,0,3,male,27.0,0,0,13.32,C
37191,37191,1,3,female,42.0,0,0,8.53,C
37192,37192,0,2,female,6.0,1,1,36.96,S
37193,37193,1,1,male,20.0,1,0,117.14,S
37194,37194,1,1,female,48.0,2,0,221.51,S
37195,37195,1,3,female,4.0,1,1,29.26,S
37196,37196,0,3,male,68.0,0,0,9.83,S
37197,37197,1,2,female,50.0,0,0,31.22,S
37198,37198,0,3,female,,0,1,28.02,S
37199,37199,0,2,male,52.0,0,0,9.52,S
37200,37200,1,1,female,69.0,0,0,606.38,C
37201,37201,1,1,female,53.0,1,0,82.81,C
37202,37202,0,3,male,61.0,0,0,89.33,S
37203,37203,1,1,female,70.0,2,0,29.44,C
37204,37204,0,3,male,26.0,0,0,11.06,S
37205,37205,1,2,female,42.0,0,1,11.52,S
37206,37206,1,1,female,38.0,0,0,74.42,C
37207,37207,0,3,male,17.0,0,0,11.4,S
37208,37208,1,2,female,38.0,0,0,10.64,S
37209,37209,1,2,female,60.0,0,1,9.25,S
37210,37210,0,3,male,34.0,0,0,11.26,S
37211,37211,1,1,female,62.0,0,0,114.01,C
37212,37212,0,2,male,7.0,2,2,24.39,S
37213,37213,1,3,male,25.0,0,0,8.45,S
37214,37214,1,1,female,18.0,0,0,112.89,C
37215,37215,0,3,male,24.0,0,0,10.11,S
37216,37216,1,1,female,37.0,0,0,257.35,C
37217,37217,1,3,female,28.0,0,2,28.83,S
37218,37218,0,2,female,41.0,0,2,21.92,S
37219,37219,1,1,female,49.0,1,0,127.78,C
37220,37220,1,3,female,3.0,1,2,36.37,S
37221,37221,0,3,male,28.0,0,0,6.63,S
37222,37222,1,2,female,26.0,0,0,3.88,S
37223,37223,0,2,male,23.0,0,0,7.1,S
37224,37224,0,3,male,35.0,0,0,9.61,S
37225,37225,1,1,female,47.0,0,0,24.5,Q
37226,37226,1,3,female,32.0,0,0,7.66,C
37227,37227,0,3,male,23.0,3,0,9.51,S
37228,37228,0,2,male,22.0,0,0,9.84,S
37229,37229,0,1,female,38.0,1,2,77.6,C
37230,37230,1,2,male,52.0,0,0,11.26,S
37231,37231,0,3,female,64.0,0,0,11.08,Q
37232,37232,0,3,male,22.0,0,0,8.83,S
37233,37233,0,3,male,25.0,0,0,21.7,S
37234,37234,1,3,female,55.0,3,9,77.6,S
37235,37235,1,1,female,50.0,1,2,33.49,C
37236,37236,0,2,male,17.0,0,0,10.92,S
37237,37237,0,3,male,60.0,0,0,25.98,S
37238,37238,0,2,male,65.0,0,0,9.76,S
37239,37239,0,3,male,57.0,0,0,6.97,S
37240,37240,1,3,female,58.0,0,0,26.95,S
37241,37241,1,2,female,25.0,0,0,18.46,S
37242,37242,0,1,male,55.0,0,1,25.07,S
37243,37243,0,2,female,46.0,1,1,30.62,S
37244,37244,1,1,female,22.0,0,1,7.8,C
37245,37245,0,3,male,58.0,0,0,12.35,S
37246,37246,0,1,male,51.0,1,2,28.05,S
37247,37247,1,1,female,24.0,0,2,261.04,S
37248,37248,1,2,female,12.0,0,1,33.64,S
37249,37249,1,1,male,40.0,0,0,291.88,C
37250,37250,0,2,male,58.0,0,0,11.97,S
37251,37251,0,3,female,4.0,1,2,38.33,C
37252,37252,0,3,male,64.0,0,0,24.0,S
37253,37253,0,1,female,60.0,1,2,30.57,C
37254,37254,1,1,female,31.0,1,1,282.76,C
37255,37255,0,1,male,26.0,1,2,165.09,S
37256,37256,0,3,male,29.0,0,0,9.2,S
37257,37257,0,1,male,34.0,0,0,34.0,C
37258,37258,1,1,female,32.0,0,0,98.98,C
37259,37259,0,3,male,27.0,0,0,6.52,S
37260,37260,1,2,male,6.0,5,2,30.03,S
37261,37261,0,3,female,7.0,1,1,66.23,S
37262,37262,0,1,male,59.0,0,0,46.35,S
37263,37263,1,3,female,23.0,0,0,6.59,Q
37264,37264,1,1,female,53.0,0,0,105.05,S
37265,37265,1,2,female,59.0,0,3,32.02,C
37266,37266,0,2,male,49.0,0,0,29.98,S
37267,37267,1,2,female,56.0,0,0,30.44,C
37268,37268,0,2,female,42.0,0,3,8.18,S
37269,37269,1,2,female,46.0,0,1,24.69,S
37270,37270,1,1,male,22.0,0,0,13.39,C
37271,37271,0,2,male,53.0,0,0,8.53,S
37272,37272,0,1,male,48.0,0,0,26.59,C
37273,37273,0,1,male,59.0,0,0,194.33,Q
37274,37274,0,2,female,12.0,0,0,8.66,S
37275,37275,1,1,female,65.0,2,1,216.17,C
37276,37276,0,1,male,,1,0,10.83,C
37277,37277,0,3,male,53.0,0,0,7.58,S
37278,37278,0,1,male,30.0,1,2,31.56,S
37279,37279,0,3,male,4.0,1,0,71.32,S
37280,37280,0,3,female,1.0,1,1,28.57,S
37281,37281,0,2,male,52.0,0,0,8.33,S
37282,37282,1,1,female,27.0,0,0,79.14,Q
37283,37283,0,2,male,24.0,0,1,11.69,S
37284,37284,1,2,male,24.0,0,0,27.58,C
37285,37285,1,1,female,37.0,0,1,205.05,C
37286,37286,0,3,male,22.0,1,0,10.28,S
37287,37287,0,1,female,44.0,1,3,75.53,S
37288,37288,1,3,male,0.58,1,2,30.36,S
37289,37289,0,3,male,25.0,0,0,10.66,S
37290,37290,0,3,male,25.0,0,0,9.12,S
37291,37291,0,3,male,29.0,0,2,9.47,S
37292,37292,0,1,male,37.0,0,0,79.36,Q
37293,37293,0,3,male,20.0,0,0,9.73,C
37294,37294,0,1,male,64.0,0,0,23.94,S
37295,37295,1,1,male,35.5,0,0,81.82,S
37296,37296,1,2,female,25.0,0,0,5.7,Q
37297,37297,0,3,male,26.0,0,0,29.81,S
37298,37298,0,1,male,56.0,0,0,75.17,C
37299,37299,0,2,male,52.0,0,0,28.47,S
37300,37300,1,2,female,,0,0,26.17,S
37301,37301,0,3,male,3.0,1,0,9.85,S
37302,37302,1,1,male,55.0,0,2,26.82,S
37303,37303,0,3,female,6.0,1,2,27.9,S
37304,37304,1,3,female,,0,0,339.35,S
37305,37305,0,2,male,32.0,0,2,281.59,S
37306,37306,0,3,male,46.0,4,0,7.25,S
37307,37307,0,3,male,30.0,0,0,9.73,S
37308,37308,0,2,male,39.0,4,0,28.17,S
37309,37309,1,1,female,45.0,1,0,71.01,S
37310,37310,0,3,male,28.0,0,0,26.84,S
37311,37311,1,2,female,52.0,0,1,106.09,C
37312,37312,0,3,male,43.0,0,0,12.49,S
37313,37313,1,2,male,23.0,0,0,10.67,S
37314,37314,0,3,male,,0,0,9.58,S
37315,37315,1,2,male,61.0,2,1,21.61,S
37316,37316,0,3,male,49.0,1,2,73.88,C
37317,37317,0,1,male,49.0,0,0,138.75,C
37318,37318,0,3,male,20.0,1,1,28.41,S
37319,37319,0,3,male,9.0,0,0,20.73,S
37320,37320,0,3,male,26.0,2,0,8.64,S
37321,37321,1,3,female,37.0,0,1,26.37,S
37322,37322,1,1,female,37.0,0,0,26.28,C
37323,37323,1,1,female,59.0,0,0,33.93,C
37324,37324,0,3,male,29.0,0,0,9.35,S
37325,37325,1,1,female,61.0,1,0,10.56,S
37326,37326,0,2,female,8.0,1,1,71.51,S
37327,37327,1,2,male,40.0,0,1,8.66,S
37328,37328,1,1,female,60.0,0,0,87.18,C
37329,37329,0,2,female,9.0,0,2,10.41,S
37330,37330,0,3,male,24.0,0,0,29.86,S
37331,37331,0,2,male,53.0,1,0,19.84,S
37332,37332,0,1,male,42.0,1,0,30.01,S
37333,37333,0,3,male,28.0,0,0,5.9,S
37334,37334,0,3,female,11.0,1,1,33.09,C
37335,37335,0,3,male,23.0,0,0,9.91,S
37336,37336,0,2,male,65.0,1,0,9.36,S
37337,37337,0,3,male,24.0,0,1,11.36,S
37338,37338,0,3,male,,0,0,10.32,S
37339,37339,0,2,male,50.0,0,0,25.69,S
37340,37340,1,1,female,54.0,0,0,31.88,C
37341,37341,1,1,female,24.0,1,0,143.25,S
37342,37342,1,2,male,49.0,0,0,9.38,S
37343,37343,0,2,male,57.0,0,0,29.09,S
37344,37344,0,3,male,48.0,0,0,26.68,S
37345,37345,0,3,male,26.0,0,0,9.76,S
37346,37346,0,1,male,61.0,0,0,118.85,S
37347,37347,0,3,female,61.0,0,0,8.89,Q
37348,37348,0,3,female,52.0,0,0,26.51,S
37349,37349,1,1,male,40.0,0,0,114.28,C
37350,37350,1,1,female,37.0,0,0,24.44,Q
37351,37351,1,3,female,28.0,0,0,11.41,C
37352,37352,0,3,male,42.0,4,0,20.72,S
37353,37353,0,1,female,60.0,0,0,27.07,C
37354,37354,0,1,male,37.0,1,2,32.26,S
37355,37355,0,1,male,19.0,1,1,226.2,S
37356,37356,1,3,female,,1,1,31.12,C
37357,37357,1,3,female,50.0,0,1,26.99,C
37358,37358,0,3,male,50.0,0,2,14.5,S
37359,37359,1,3,female,23.0,0,2,8.29,S
37360,37360,1,1,female,55.0,0,0,14.14,S
37361,37361,1,1,female,43.0,1,0,34.16,S
37362,37362,0,3,male,1.0,4,1,32.67,S
37363,37363,0,3,male,27.0,0,0,7.45,S
37364,37364,0,2,female,54.0,1,1,28.31,C
37365,37365,0,3,male,22.0,0,0,6.16,S
37366,37366,1,1,female,54.0,0,0,245.5,S
37367,37367,1,3,female,9.0,0,2,23.53,C
37368,37368,1,2,female,38.0,0,0,6.65,Q
37369,37369,1,2,female,58.0,0,2,28.16,C
37370,37370,0,1,female,52.0,0,0,62.94,S
37371,37371,1,2,female,53.0,2,0,10.58,S
37372,37372,1,2,female,45.0,1,1,12.35,S
37373,37373,0,3,male,42.0,0,0,5.32,S
37374,37374,1,2,male,44.0,0,0,11.06,S
37375,37375,1,3,female,29.0,0,0,7.65,S
37376,37376,1,1,female,39.0,1,2,172.32,C
37377,37377,1,1,female,55.0,0,0,75.79,Q
37378,37378,1,3,female,27.0,0,0,9.22,S
37379,37379,0,3,male,,0,0,7.51,S
37380,37380,1,2,female,13.0,1,1,34.21,C
37381,37381,0,2,male,23.0,0,0,8.18,S
37382,37382,1,1,female,50.0,2,0,34.12,C
37383,37383,0,3,male,45.0,0,0,7.57,S
37384,37384,1,1,female,11.0,0,0,77.48,C
37385,37385,0,3,male,,0,0,10.05,S
37386,37386,1,2,male,24.0,0,0,29.55,S
37387,37387,0,3,female,,1,1,34.16,S
37388,37388,0,1,male,22.0,0,0,26.58,S
37389,37389,0,1,female,42.0,0,0,29.76,S
37390,37390,0,1,male,40.0,1,0,214.11,S
37391,37391,0,3,male,43.0,1,2,13.74,S
37392,37392,0,1,male,42.0,0,0,201.15,Q
37393,37393,1,2,female,29.0,0,0,13.11,C
37394,37394,0,3,male,56.0,0,0,21.47,S
37395,37395,1,2,male,61.0,0,0,7.54,C
37396,37396,0,1,female,48.0,0,1,107.21,Q
37397,37397,0,3,male,35.0,0,0,5.96,S
37398,37398,0,3,male,44.0,0,0,7.15,S
37399,37399,1,2,female,58.0,0,0,12.01,C
37400,37400,0,1,female,59.0,0,2,52.57,
37401,37401,0,3,male,43.0,0,0,11.44,S
37402,37402,0,3,female,19.0,0,0,5.39,C
37403,37403,0,1,male,51.0,1,2,64.96,C
37404,37404,0,3,male,41.0,0,2,9.99,S
37405,37405,1,3,male,65.0,0,0,7.15,C
37406,37406,1,2,female,10.0,0,0,12.24,S
37407,37407,0,3,male,35.0,0,0,8.48,S
37408,37408,0,3,male,26.0,0,0,28.5,S
37409,37409,1,2,female,51.0,0,0,28.85,S
37410,37410,0,1,male,39.0,0,1,35.64,C
37411,37411,0,1,male,28.0,1,2,83.82,S
37412,37412,1,3,female,31.0,0,0,8.78,S
37413,37413,0,3,male,55.0,0,0,24.98,S
37414,37414,1,2,female,20.0,1,0,5.73,S
37415,37415,0,2,male,52.0,0,0,22.64,S
37416,37416,0,1,male,51.0,1,0,131.09,S
37417,37417,0,3,male,3.0,1,2,86.08,S
37418,37418,1,2,female,28.0,0,0,10.84,C
37419,37419,1,3,female,25.0,0,0,20.64,C
37420,37420,1,2,female,70.0,0,0,31.29,C
37421,37421,0,3,male,22.0,0,0,10.72,S
37422,37422,1,2,female,18.0,0,0,11.77,C
37423,37423,1,1,female,36.0,0,2,31.59,C
37424,37424,0,3,female,31.0,0,0,8.71,S
37425,37425,1,2,female,40.0,0,0,189.15,C
37426,37426,0,2,female,23.0,0,0,13.4,S
37427,37427,1,2,female,59.0,0,0,29.32,S
37428,37428,0,2,male,48.0,0,2,7.1,S
37429,37429,0,3,male,49.0,1,0,9.78,S
37430,37430,0,3,male,45.0,0,0,11.72,S
37431,37431,0,2,male,38.0,0,0,28.06,S
37432,37432,0,2,male,56.0,0,0,7.31,S
37433,37433,1,1,male,65.0,0,0,202.41,Q
37434,37434,1,1,female,62.0,0,0,36.7,C
37435,37435,0,2,male,56.0,0,1,10.37,S
37436,37436,1,1,female,35.0,0,0,29.08,S
37437,37437,1,1,male,35.0,0,0,9.37,S
37438,37438,1,3,female,3.0,1,2,84.8,C
37439,37439,0,2,female,69.5,2,0,26.72,S
37440,37440,1,2,female,48.0,0,0,65.36,C
37441,37441,0,2,male,34.0,0,0,21.33,S
37442,37442,0,3,male,48.0,0,0,7.42,S
37443,37443,1,2,male,54.0,0,0,28.13,S
37444,37444,1,3,female,60.0,0,0,6.02,S
37445,37445,0,1,male,34.0,1,0,11.0,S
37446,37446,0,2,male,64.0,2,0,24.7,S
37447,37447,1,3,female,24.0,1,2,30.58,S
37448,37448,0,3,male,34.0,0,0,26.13,S
37449,37449,0,3,male,30.0,0,0,9.06,S
37450,37450,0,3,male,17.0,0,0,8.82,S
37451,37451,0,3,male,53.0,0,0,21.77,S
37452,37452,1,3,female,5.0,1,2,37.4,C
37453,37453,0,3,male,12.0,0,0,10.86,S
37454,37454,0,3,male,47.0,0,0,11.37,S
37455,37455,1,3,female,26.0,0,0,11.84,Q
37456,37456,1,3,male,61.0,0,0,10.74,S
37457,37457,0,3,male,59.0,0,2,10.98,S
37458,37458,1,1,male,17.0,2,0,73.16,S
37459,37459,0,1,male,40.0,0,0,27.12,Q
37460,37460,0,3,male,41.0,1,0,10.82,S
37461,37461,0,2,male,39.0,0,0,19.83,S
37462,37462,1,3,female,0.42,1,1,69.49,S
37463,37463,1,1,male,21.0,2,0,14.53,S
37464,37464,1,2,female,7.0,0,0,8.16,S
37465,37465,1,1,male,33.0,0,2,67.64,S
37466,37466,0,2,male,25.0,0,0,9.64,S
37467,37467,1,1,male,58.0,0,0,10.96,S
37468,37468,0,1,male,52.0,1,0,69.87,Q
37469,37469,1,3,female,23.0,0,0,11.22,S
37470,37470,0,1,female,14.0,0,0,31.45,S
37471,37471,0,3,male,69.0,0,0,5.73,S
37472,37472,1,3,female,37.0,0,0,26.55,C
37473,37473,0,3,male,43.0,0,1,78.35,C
37474,37474,1,2,female,36.0,0,0,7.72,S
37475,37475,1,3,female,22.0,0,0,9.23,S
37476,37476,0,1,male,,1,0,367.62,S
37477,37477,1,2,female,5.0,1,1,15.01,S
37478,37478,1,1,female,40.0,0,0,31.99,S
37479,37479,0,3,male,50.0,2,0,9.3,S
37480,37480,1,1,female,56.0,0,0,59.74,C
37481,37481,0,1,male,34.0,0,0,198.3,C
37482,37482,0,3,male,53.0,2,0,22.47,S
37483,37483,0,2,female,21.0,1,1,36.06,S
37484,37484,0,3,male,27.0,0,0,8.35,S
37485,37485,1,2,male,24.0,1,1,12.17,S
37486,37486,0,3,female,74.0,0,2,30.09,S
37487,37487,1,1,female,45.0,2,0,31.61,C
37488,37488,0,1,male,58.0,2,0,25.07,S
37489,37489,0,3,male,26.0,0,0,8.95,S
37490,37490,0,2,male,26.0,0,0,28.71,S
37491,37491,0,3,male,15.0,0,0,18.75,S
37492,37492,1,2,female,,0,1,25.7,S
37493,37493,0,2,male,22.0,0,0,10.08,S
