,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S
36804,0,3,1,6.0,1,0,80.38,0,0,1
36805,1,3,0,28.0,0,0,5.99,0,0,1
36806,0,3,1,21.0,0,0,6.66,0,0,1
36807,1,1,0,52.0,0,0,262.33,0,0,1
36808,1,3,1,48.0,0,0,5.4,0,0,1
36809,0,3,1,46.5,3,0,11.62,0,0,1
36810,0,1,1,41.0,0,0,82.22,0,0,1
36811,0,2,1,38.0,0,0,107.4,0,0,1
36812,0,1,1,29.0,0,0,27.89,0,0,1
36813,0,2,1,31.0,1,0,31.31,0,0,1
36814,0,3,1,63.0,0,0,8.88,0,0,1
36815,0,3,0,2.0,1,2,25.58,0,0,1
36816,1,1,0,53.0,0,0,216.39,0,0,1
36817,0,2,1,64.0,0,0,10.21,0,0,1
36818,0,3,0,27.0,0,0,4.55,0,0,1
36819,0,3,1,65.0,1,1,29.36,0,0,1
36820,1,1,1,50.0,0,0,26.8,0,0,1
36821,0,3,1,26.0,0,0,9.88,0,0,1
36822,0,1,1,30.0,0,0,70.84,0,0,1
36823,0,1,1,53.0,0,0,24.26,1,0,0
36824,1,1,1,35.0,1,0,649.99,1,0,0
36825,1,3,0,62.0,3,0,12.87,1,0,0
36826,1,3,0,55.0,0,0,16.32,0,0,1
36827,0,3,1,24.0,0,0,7.97,0,0,1
36828,1,2,0,29.0,0,0,33.59,0,0,1
36829,0,3,1,55.0,0,0,8.67,0,0,1
36830,0,3,1,7.0,1,2,80.3,0,0,1
36831,0,3,1,66.0,0,0,6.9,0,0,1
36832,0,2,0,52.0,1,1,34.58,0,0,1
36833,0,3,0,59.0,2,0,22.2,0,0,1
36834,1,1,1,44.0,1,2,30.46,0,0,1
36835,1,2,0,53.0,0,0,12.6,0,0,1
36836,0,3,1,54.0,0,0,5.67,0,0,1
36837,0,3,1,55.0,0,0,8.26,0,0,1
36838,1,2,0,24.0,0,1,6.13,0,0,1
36839,0,1,1,50.0,0,0,9.06,0,0,1
36840,0,3,1,54.0,1,0,8.63,0,0,1
36841,1,2,0,70.0,0,0,8.83,1,0,0
36842,0,3,1,62.0,0,0,5.78,0,0,1
36843,0,3,1,40.0,0,2,29.32,1,0,0
36844,1,1,0,30.0,0,0,104.67,1,0,0
36845,1,1,0,43.0,1,0,153.98,0,0,1
36846,1,1,0,62.0,1,0,32.28,0,1,0
36847,0,1,1,48.0,1,0,25.57,0,0,1
36848,1,3,1,13.0,0,0,12.52,1,0,0
36849,0,3,1,55.0,0,0,11.19,0,0,1
36850,1,3,0,53.0,0,0,6.47,0,0,1
36851,0,3,1,20.0,0,0,11.12,0,0,1
36852,0,3,1,55.0,0,0,27.8,0,0,1
36853,0,3,0,24.0,0,0,6.86,0,0,1
36854,1,1,0,63.0,0,0,113.24,0,1,0
36855,1,2,0,60.0,1,2,25.02,0,0,1
36856,0,3,1,19.0,0,0,10.62,0,0,1
36857,1,3,0,66.0,1,1,30.93,0,0,1
36858,1,1,0,21.0,0,0,23.7,0,0,1
36859,0,1,0,65.0,0,0,26.79,0,1,0
36860,0,2,1,9.0,2,6,30.63,0,0,1
36861,1,3,1,50.0,0,0,386.97,0,1,0
36862,1,3,0,38.0,0,0,7.65,0,0,1
36863,0,1,1,63.0,0,0,9.69,0,0,1
36864,0,2,1,39.0,1,0,31.19,0,0,1
36865,0,3,1,41.0,0,0,11.99,0,0,1
36866,0,1,1,68.0,0,0,11.83,0,0,1
36867,0,3,1,52.0,0,0,21.65,0,0,1
36868,0,3,0,27.0,0,0,8.04,1,0,0
36869,0,3,1,47.0,0,0,10.3,1,0,0
36870,1,1,0,57.0,0,0,126.44,1,0,0
36871,1,3,0,10.0,0,0,10.63,0,0,1
36872,0,2,1,30.0,0,0,5.54,0,0,1
36873,1,1,1,39.0,0,2,31.38,0,0,1
36874,0,2,1,26.0,0,0,8.5,0,0,1
36875,0,2,1,26.0,0,0,10.97,0,0,1
36876,0,3,1,28.0,0,0,6.34,0,0,1
36877,0,1,1,57.0,1,0,9.33,0,0,1
36878,0,3,1,56.0,0,0,4.94,0,0,1
36879,1,1,0,56.0,0,0,35.19,1,0,0
36880,0,1,1,31.0,2,3,24.3,0,0,1
36881,0,3,1,20.0,0,0,9.86,0,0,1
36882,0,3,1,27.0,0,0,21.47,0,0,1
36883,1,2,1,60.0,0,1,29.33,0,0,1
36884,0,2,1,34.0,0,0,8.95,1,0,0
36885,0,3,1,26.0,0,0,24.9,0,0,1
36886,1,3,0,10.0,1,2,33.19,0,0,1
36887,1,3,1,49.0,0,0,10.37,0,0,1
36888,0,3,1,51.0,0,1,8.17,0,0,1
36889,1,2,0,33.0,2,5,70.6,1,0,0
36890,0,3,1,28.0,0,0,7.74,0,0,1
36891,0,3,1,7.0,1,2,62.26,0,0,1
36892,0,3,1,24.0,0,0,7.93,0,0,1
36893,0,1,1,37.0,0,0,27.53,0,0,1
36894,0,3,1,21.0,0,0,9.42,0,0,1
36895,0,1,0,39.0,0,0,32.6,1,0,0
36896,1,1,0,31.0,4,0,26.71,0,1,0
36897,0,3,1,34.0,0,0,24.47,0,0,1
36898,1,2,0,39.0,0,0,8.12,1,0,0
36899,1,1,1,63.0,0,2,71.32,1,0,0
36900,0,3,1,24.0,1,0,12.93,0,0,1
36901,0,3,1,24.0,0,0,4.81,0,0,1
36902,1,1,0,11.0,1,2,30.31,0,0,1
36903,0,3,1,27.0,0,0,8.18,0,0,1
36904,1,1,0,1.0,1,0,248.51,1,0,0
36905,1,3,1,23.0,1,0,75.74,0,0,1
36906,0,3,1,4.0,1,2,10.54,0,0,1
36907,0,3,1,61.0,0,0,8.84,0,0,1
36908,0,3,1,25.0,0,0,7.72,0,0,1
36909,0,3,1,67.0,0,0,7.86,1,0,0
36910,0,2,0,38.0,0,0,74.1,0,0,1
36911,1,1,1,32.0,1,0,264.84,1,0,0
36912,0,3,1,52.0,0,0,11.14,0,0,1
36913,1,3,1,25.0,0,0,12.91,0,0,1
36914,1,2,0,59.0,3,0,6.78,0,0,1
36915,1,2,0,51.0,0,0,23.91,0,0,1
36916,1,1,0,48.0,0,0,68.53,1,0,0
36917,1,2,0,20.0,0,0,71.3,0,0,1
36918,0,2,0,60.0,0,0,25.5,0,0,1
36919,0,3,0,23.0,0,0,38.24,0,0,1
36920,1,2,0,70.0,3,0,6.74,0,0,1
36921,0,3,1,23.0,0,0,13.7,0,0,1
36922,0,1,1,27.0,0,0,52.82,0,0,1
36923,0,3,0,52.0,0,0,8.32,1,0,0
36924,0,2,1,51.0,0,0,8.62,0,0,1
36925,0,1,1,42.0,1,0,29.06,0,0,1
36926,0,3,1,46.0,0,0,21.54,0,0,1
36927,1,3,1,20.0,0,0,9.19,0,0,1
36928,0,3,1,24.0,0,0,10.36,0,0,1
36929,1,1,1,55.0,0,0,120.26,1,0,0
36930,0,3,1,39.0,1,2,8.31,0,0,1
36931,1,2,0,21.0,0,0,7.37,0,0,1
36932,0,2,0,48.0,0,0,12.07,0,0,1
36933,1,2,0,38.0,0,0,12.33,0,0,1
36934,0,1,1,12.0,0,0,82.87,1,0,0
36935,0,3,1,51.0,0,0,10.23,0,0,1
36936,0,1,1,6.0,1,2,35.33,0,0,1
36937,1,3,0,16.0,1,2,83.92,0,0,1
36938,0,3,1,26.0,0,0,5.7,0,1,0
36939,1,1,0,26.0,0,0,12.22,1,0,0
36940,0,2,1,23.0,0,0,8.83,0,0,1
36941,1,2,0,65.0,0,1,26.86,0,0,1
36942,0,2,1,31.0,0,0,9.31,0,0,1
36943,0,3,1,49.0,0,0,26.63,1,0,0
36944,1,3,0,5.0,1,1,34.64,0,0,1
36945,0,1,0,39.0,1,0,216.85,1,0,0
36946,0,1,1,58.0,1,0,31.34,0,1,0
36947,1,1,0,60.0,0,0,83.52,1,0,0
36948,1,1,1,51.0,1,2,70.84,0,0,1
36949,0,3,1,48.0,0,0,9.68,0,0,1
36950,0,2,1,48.0,0,0,26.79,0,0,1
36951,0,3,1,57.0,0,1,79.24,0,0,1
36952,0,2,1,52.0,0,0,22.55,0,0,1
36953,0,1,1,49.0,0,0,194.28,0,0,1
36954,0,3,0,50.0,3,0,9.62,0,0,1
36955,0,2,1,22.0,4,0,12.57,0,0,1
36956,0,3,1,31.0,0,0,9.84,0,0,1
36957,0,2,0,63.0,0,0,30.7,0,0,1
36958,0,1,1,46.0,3,2,78.25,0,0,1
36959,0,3,1,29.0,0,0,8.79,0,0,1
36960,1,2,0,68.0,0,1,27.69,1,0,0
36961,0,3,0,5.0,1,2,82.58,1,0,0
36962,1,1,0,56.0,0,0,25.97,0,0,1
36963,0,2,1,34.0,0,0,7.05,0,0,1
36964,1,3,0,10.0,0,0,10.49,1,0,0
36965,1,2,1,55.0,2,0,19.94,0,0,1
36966,0,3,1,52.0,0,2,13.5,0,0,1
36967,1,1,1,49.0,1,0,22.74,0,0,1
36968,0,1,0,53.0,3,0,77.81,0,0,1
36969,0,1,1,37.0,0,0,25.14,0,0,1
36970,0,3,0,25.0,0,0,8.39,1,0,0
36971,0,3,1,14.0,0,0,8.41,0,1,0
36972,1,3,1,19.0,0,0,9.31,0,0,1
36973,0,3,1,34.0,0,0,24.9,0,0,1
36974,0,1,1,58.0,1,0,383.85,0,0,1
36975,1,3,0,33.0,0,0,13.63,0,0,1
36976,0,3,1,26.0,2,0,11.66,0,0,1
36977,0,2,1,29.0,0,0,9.09,0,0,1
36978,0,2,0,23.0,0,0,11.91,0,0,1
36979,1,1,0,56.0,0,0,227.25,1,0,0
36980,0,1,1,61.0,3,1,25.98,0,1,0
36981,0,3,1,38.0,0,0,8.99,0,0,1
36982,0,1,1,51.0,0,0,61.42,0,0,1
36983,0,3,0,60.0,0,0,11.95,0,0,1
36984,0,2,1,33.0,0,0,23.61,0,0,1
36985,1,1,1,29.0,0,0,198.09,0,0,1
36986,1,1,0,55.0,0,0,88.92,1,0,0
36987,0,3,0,8.0,1,2,10.79,0,0,1
36988,1,1,0,31.0,1,2,68.84,0,0,1
36989,1,2,0,33.0,3,1,28.55,1,0,0
36990,1,1,0,57.0,0,0,177.91,0,0,1
36991,0,1,0,50.0,0,0,9.67,0,0,1
36992,0,3,1,22.0,0,0,29.23,0,0,1
36993,0,1,1,39.0,0,0,30.67,0,0,1
36994,0,3,1,35.0,0,0,8.56,0,0,1
36995,1,2,1,4.0,1,1,32.65,0,0,1
36996,0,3,1,53.0,0,0,10.11,0,0,1
36997,1,1,0,29.0,0,0,77.36,1,0,0
36998,0,3,1,19.0,0,0,8.8,0,0,1
36999,1,1,1,26.0,1,2,74.55,0,0,1
37000,0,1,0,42.0,0,0,52.29,0,0,1
37001,1,1,1,38.0,1,2,80.62,1,0,0
37002,0,3,1,7.0,0,0,439.22,0,0,1
37003,0,3,1,48.0,0,0,7.71,0,0,1
37004,0,3,1,34.0,0,0,27.14,0,0,1
37005,1,3,0,0.33,0,1,30.73,0,0,1
37006,0,3,0,30.0,0,0,4.87,0,0,1
37007,1,2,1,18.0,0,1,21.99,0,0,1
37008,0,1,1,36.0,1,2,72.3,0,0,1
37009,0,1,1,62.0,0,0,10.2,0,0,1
37010,0,2,1,21.0,0,0,25.2,0,0,1
37011,1,1,0,63.0,0,0,34.74,1,0,0
37012,0,3,1,34.0,0,0,9.68,0,0,1
37013,0,3,1,22.0,0,0,8.27,0,0,1
37014,0,1,1,38.0,0,0,10.1,0,0,1
37015,0,2,1,48.0,0,0,21.72,0,0,1
37016,1,2,0,43.0,0,0,32.3,0,0,1
37017,0,2,1,12.0,2,1,23.52,0,0,1
37018,0,3,1,62.0,0,0,21.09,0,0,1
37019,1,3,1,25.0,0,0,10.21,1,0,0
37020,1,2,0,44.0,0,0,5.01,0,0,1
37021,1,1,0,61.0,0,1,10.75,1,0,0
37022,0,3,1,22.0,0,0,10.81,0,0,1
37023,1,2,0,22.0,0,0,26.33,0,0,1
37024,1,1,0,27.0,0,0,255.52,1,0,0
37025,1,1,0,39.0,1,0,519.97,1,0,0
37026,0,1,0,76.0,0,0,8.72,0,0,1
37027,1,3,0,30.0,3,0,10.88,0,0,1
37028,1,2,0,11.0,2,2,28.68,0,0,1
37029,0,1,1,65.0,0,0,23.81,0,0,1
37030,1,3,0,7.0,1,1,244.22,0,0,1
37031,1,3,0,21.0,1,0,8.2,0,0,1
37032,0,3,1,34.0,0,0,9.21,0,0,1
37033,1,1,0,60.0,1,2,90.11,1,0,0
37034,0,3,1,20.0,0,0,12.55,1,0,0
37035,1,3,0,48.0,0,0,7.67,0,0,1
37036,0,3,1,52.0,0,0,8.61,0,0,1
37037,1,3,1,51.0,0,0,24.91,0,0,1
37038,0,3,1,5.0,4,1,64.43,0,0,1
37039,0,1,1,44.0,1,0,86.49,0,0,1
37040,1,1,0,35.0,0,0,76.35,0,0,1
37041,0,3,1,32.0,4,0,30.57,0,0,1
37042,0,2,1,53.0,2,1,6.99,0,0,1
37043,1,1,0,60.0,0,1,26.95,1,0,0
37044,1,2,0,16.0,0,0,12.62,0,0,1
37045,0,3,1,61.0,1,0,26.16,0,0,1
37046,0,3,1,19.0,0,2,7.11,0,0,1
37047,1,1,1,52.0,1,2,167.15,1,0,0
37048,0,3,1,25.0,0,0,8.81,0,0,1
37049,0,1,1,28.0,1,1,74.95,1,0,0
37050,1,3,0,29.0,0,0,12.46,0,0,1
37051,0,3,1,23.0,1,0,11.9,0,0,1
37052,0,2,1,35.0,0,0,12.83,0,0,1
37053,0,3,1,22.0,0,0,15.06,0,0,1
37054,0,1,1,48.0,0,0,24.79,1,0,0
37055,1,1,0,26.0,1,0,218.12,1,0,0
37056,1,1,0,36.0,1,2,93.37,1,0,0
37057,0,3,1,52.0,0,0,12.28,0,0,1
37058,0,3,0,61.0,0,0,27.09,1,0,0
37059,1,2,0,55.0,0,0,9.68,0,0,1
37060,1,1,0,24.0,0,0,287.52,1,0,0
37061,0,2,1,62.0,0,0,30.43,0,1,0
37062,0,1,1,61.0,1,2,29.14,1,0,0
37063,1,3,0,6.0,0,1,34.0,1,0,0
37064,0,3,1,36.0,0,1,10.9,0,0,1
37065,1,1,0,25.0,2,2,25.48,0,0,1
37066,0,3,1,38.0,0,0,10.86,0,0,1
37067,1,1,0,64.0,1,1,31.85,0,0,1
37068,0,2,1,63.0,0,0,6.59,0,0,1
37069,0,1,0,47.0,5,2,83.28,0,0,1
37070,1,1,0,44.0,0,0,121.29,0,0,1
37071,0,3,1,27.0,0,0,8.08,0,0,1
37072,0,3,1,44.0,0,0,65.42,0,0,1
37073,0,1,1,42.0,0,1,183.81,1,0,0
37074,1,1,1,50.0,0,0,31.81,1,0,0
37075,1,2,0,3.0,1,1,27.18,0,0,1
37076,0,2,1,37.0,0,0,11.79,0,0,1
37077,1,2,0,54.0,0,0,16.54,0,0,1
37078,0,3,1,31.0,0,0,8.37,0,0,1
37079,0,1,1,61.0,0,0,71.57,0,0,1
37080,1,2,0,10.0,0,2,288.13,0,0,1
37081,1,2,0,51.0,0,0,30.67,0,0,1
37082,0,3,1,7.0,0,0,9.18,0,0,1
37083,0,2,0,58.0,2,0,23.82,0,0,1
37084,1,3,0,14.0,0,1,12.54,0,0,1
37085,0,2,1,38.0,1,0,10.48,0,0,1
37086,0,3,1,23.0,0,0,10.19,0,1,0
37087,1,1,0,57.0,0,0,26.44,1,0,0
37088,1,3,0,74.0,0,0,8.48,1,0,0
37089,1,1,0,66.0,0,0,7.63,1,0,0
37090,0,2,1,32.0,0,0,27.69,0,0,1
37091,1,1,0,49.0,0,1,204.5,1,0,0
37092,0,1,0,51.0,1,0,74.94,0,0,1
37093,1,2,0,54.0,0,0,30.22,1,0,0
37094,0,1,0,55.0,1,0,27.08,0,1,0
37095,1,1,0,27.0,1,1,37.04,1,0,0
37096,1,1,1,34.0,0,0,18.65,0,0,1
37097,1,2,0,11.0,0,3,28.1,1,0,0
37098,1,1,0,28.0,0,3,209.54,0,0,1
37099,1,1,1,40.0,1,0,33.13,0,0,1
37100,0,3,1,40.0,0,9,16.15,0,0,1
37101,0,3,0,24.0,0,0,9.39,0,0,1
37102,0,3,1,59.0,0,0,7.76,0,0,1
37103,1,2,0,20.0,0,0,15.81,0,0,1
37104,0,1,1,30.0,1,0,51.44,0,0,1
37105,1,1,0,35.0,1,0,125.06,1,0,0
37106,0,3,0,38.0,0,0,28.5,0,0,1
37107,0,1,0,55.0,0,0,100.46,0,1,0
37108,1,2,0,6.0,0,1,27.07,1,0,0
37109,1,2,0,34.0,0,0,27.63,1,0,0
37110,1,3,1,54.0,1,1,23.45,0,0,1
37111,0,1,1,24.0,0,0,70.67,0,0,1
37112,0,1,1,23.0,0,0,23.82,0,0,1
37113,1,1,1,50.0,1,2,91.39,1,0,0
37114,0,2,0,19.0,0,0,15.12,1,0,0
37115,0,1,1,50.0,0,1,25.1,0,0,1
37116,0,3,1,47.0,0,0,19.52,0,0,1
37117,0,3,1,42.0,2,2,24.79,0,0,1
37118,0,3,1,61.0,0,0,10.36,0,0,1
37119,1,1,0,23.0,0,0,229.18,1,0,0
37120,0,3,1,64.0,0,0,12.01,0,0,1
37121,0,3,1,43.0,0,0,9.36,0,0,1
37122,0,1,0,62.0,0,0,27.0,0,0,1
37123,1,3,0,19.0,0,0,12.31,0,0,1
37124,0,3,0,68.0,0,2,12.64,0,0,1
37125,0,3,1,65.0,0,0,21.95,0,0,1
37126,0,1,1,37.0,1,0,68.72,0,0,1
37127,1,2,0,70.0,0,0,10.28,0,0,1
37128,0,2,1,51.0,0,0,10.19,0,0,1
37129,0,3,1,36.0,0,0,30.24,0,0,1
37130,0,1,1,44.0,0,0,225.91,0,0,1
37131,1,3,0,29.0,1,1,33.44,0,0,1
37132,0,2,0,22.0,0,0,10.0,0,0,1
37133,1,3,1,5.0,1,1,34.25,0,0,1
37134,0,2,1,41.0,1,0,35.44,0,0,1
37135,0,3,1,48.0,0,0,9.18,0,0,1
37136,0,3,1,32.0,0,0,8.06,0,0,1
37137,1,3,1,26.0,0,0,9.5,0,0,1
37138,0,3,1,47.0,1,0,11.35,0,0,1
37139,0,3,1,22.0,0,0,8.36,0,0,1
37140,0,3,0,71.0,0,0,11.09,0,0,1
37141,1,3,0,54.0,0,2,9.56,0,0,1
37142,0,1,1,54.0,0,0,31.99,1,0,0
37143,1,1,0,37.0,0,0,10.77,1,0,0
37144,0,2,1,30.0,0,0,43.92,0,0,1
37145,1,1,1,58.0,0,0,226.08,0,1,0
37146,0,1,1,44.0,1,2,91.2,0,1,0
37147,0,3,1,21.0,0,0,8.18,0,0,1
37148,1,2,0,3.0,2,1,33.03,0,0,1
37149,1,3,0,71.0,0,0,31.94,0,0,1
37150,0,3,1,21.0,0,0,11.72,0,0,1
37151,0,2,1,19.0,0,0,10.61,0,0,1
37152,0,3,1,43.0,1,0,24.03,0,0,1
37153,1,2,0,46.5,0,0,28.08,0,0,1
37154,0,3,1,27.0,0,0,5.49,0,0,1
37155,0,3,1,24.0,2,0,8.87,0,0,1
37156,1,3,0,27.0,0,0,2.29,0,1,0
37157,0,1,1,61.0,0,4,212.54,0,0,1
37158,1,1,0,16.0,1,0,181.8,0,0,1
37159,0,1,1,33.0,2,0,27.11,0,0,1
37160,0,3,1,49.0,0,0,5.46,0,0,1
37161,0,3,1,39.0,1,0,6.95,0,0,1
37162,1,2,0,38.0,0,1,25.5,0,0,1
37163,0,3,1,5.0,2,0,28.73,1,0,0
37164,0,3,1,30.0,0,0,7.33,0,0,1
37165,1,2,0,63.0,0,0,139.81,1,0,0
37166,0,2,1,59.0,2,1,29.69,0,0,1
37167,0,3,1,0.42,1,2,68.16,0,0,1
37168,1,2,0,72.0,0,0,11.61,0,0,1
37169,1,2,0,77.0,0,0,14.83,0,0,1
37170,1,2,0,9.0,0,0,9.16,0,0,1
37171,1,3,1,24.0,0,0,4.19,0,0,1
37172,1,3,0,27.0,0,0,9.02,0,0,1
37173,0,2,1,60.0,0,0,5.06,0,0,1
37174,1,1,0,42.0,0,0,36.9,1,0,0
37175,0,1,1,4.0,1,2,26.77,0,0,1
37176,0,2,1,23.0,0,0,5.75,0,0,1
37177,0,1,0,31.0,1,2,75.18,1,0,0
37178,1,2,0,38.0,2,2,28.94,1,0,0
37179,0,2,1,34.0,0,0,9.74,0,0,1
37180,1,3,0,36.0,0,0,31.5,0,0,1
37181,1,1,0,62.0,0,0,25.55,1,0,0
37182,0,3,1,53.0,0,0,9.75,0,0,1
37183,1,3,0,36.0,0,0,9.74,1,0,0
37184,0,3,1,48.0,0,3,28.81,0,0,1
37185,1,2,0,46.0,0,0,5.96,0,0,1
37186,1,2,0,38.0,0,0,24.37,1,0,0
37187,0,1,1,65.0,0,2,176.59,0,0,1
37188,0,2,1,51.0,0,0,10.44,0,0,1
37189,0,3,0,9.0,0,1,21.58,0,0,1
37190,0,3,1,27.0,0,0,13.32,1,0,0
37191,1,3,0,42.0,0,0,8.53,1,0,0
37192,0,2,0,6.0,1,1,36.96,0,0,1
37193,1,1,1,20.0,1,0,117.14,0,0,1
37194,1,1,0,48.0,2,0,221.51,0,0,1
37195,1,3,0,4.0,1,1,29.26,0,0,1
37196,0,3,1,68.0,0,0,9.83,0,0,1
37197,1,2,0,50.0,0,0,31.22,0,0,1
37198,0,3,0,38.0,0,1,28.02,0,0,1
37199,0,2,1,52.0,0,0,9.52,0,0,1
37200,1,1,0,69.0,0,0,606.38,1,0,0
37201,1,1,0,53.0,1,0,82.81,1,0,0
37202,0,3,1,61.0,0,0,89.33,0,0,1
37203,1,1,0,70.0,2,0,29.44,1,0,0
37204,0,3,1,26.0,0,0,11.06,0,0,1
37205,1,2,0,42.0,0,1,11.52,0,0,1
37206,1,1,0,38.0,0,0,74.42,1,0,0
37207,0,3,1,17.0,0,0,11.4,0,0,1
37208,1,2,0,38.0,0,0,10.64,0,0,1
37209,1,2,0,60.0,0,1,9.25,0,0,1
37210,0,3,1,34.0,0,0,11.26,0,0,1
37211,1,1,0,62.0,0,0,114.01,1,0,0
37212,0,2,1,7.0,2,2,24.39,0,0,1
37213,1,3,1,25.0,0,0,8.45,0,0,1
37214,1,1,0,18.0,0,0,112.89,1,0,0
37215,0,3,1,24.0,0,0,10.11,0,0,1
37216,1,1,0,37.0,0,0,257.35,1,0,0
37217,1,3,0,28.0,0,2,28.83,0,0,1
37218,0,2,0,41.0,0,2,21.92,0,0,1
37219,1,1,0,49.0,1,0,127.78,1,0,0
37220,1,3,0,3.0,1,2,36.37,0,0,1
37221,0,3,1,28.0,0,0,6.63,0,0,1
37222,1,2,0,26.0,0,0,3.88,0,0,1
37223,0,2,1,23.0,0,0,7.1,0,0,1
37224,0,3,1,35.0,0,0,9.61,0,0,1
37225,1,1,0,47.0,0,0,24.5,0,1,0
37226,1,3,0,32.0,0,0,7.66,1,0,0
37227,0,3,1,23.0,3,0,9.51,0,0,1
37228,0,2,1,22.0,0,0,9.84,0,0,1
37229,0,1,0,38.0,1,2,77.6,1,0,0
37230,1,2,1,52.0,0,0,11.26,0,0,1
37231,0,3,0,64.0,0,0,11.08,0,1,0
37232,0,3,1,22.0,0,0,8.83,0,0,1
37233,0,3,1,25.0,0,0,21.7,0,0,1
37234,1,3,0,55.0,3,9,77.6,0,0,1
37235,1,1,0,50.0,1,2,33.49,1,0,0
37236,0,2,1,17.0,0,0,10.92,0,0,1
37237,0,3,1,60.0,0,0,25.98,0,0,1
37238,0,2,1,65.0,0,0,9.76,0,0,1
37239,0,3,1,57.0,0,0,6.97,0,0,1
37240,1,3,0,58.0,0,0,26.95,0,0,1
37241,1,2,0,25.0,0,0,18.46,0,0,1
37242,0,1,1,55.0,0,1,25.07,0,0,1
37243,0,2,0,46.0,1,1,30.62,0,0,1
37244,1,1,0,22.0,0,1,7.8,1,0,0
37245,0,3,1,58.0,0,0,12.35,0,0,1
37246,0,1,1,51.0,1,2,28.05,0,0,1
37247,1,1,0,24.0,0,2,261.04,0,0,1
37248,1,2,0,12.0,0,1,33.64,0,0,1
37249,1,1,1,40.0,0,0,291.88,1,0,0
37250,0,2,1,58.0,0,0,11.97,0,0,1
37251,0,3,0,4.0,1,2,38.33,1,0,0
37252,0,3,1,64.0,0,0,24.0,0,0,1
37253,0,1,0,60.0,1,2,30.57,1,0,0
37254,1,1,0,31.0,1,1,282.76,1,0,0
37255,0,1,1,26.0,1,2,165.09,0,0,1
37256,0,3,1,29.0,0,0,9.2,0,0,1
37257,0,1,1,34.0,0,0,34.0,1,0,0
37258,1,1,0,32.0,0,0,98.98,1,0,0
37259,0,3,1,27.0,0,0,6.52,0,0,1
37260,1,2,1,6.0,5,2,30.03,0,0,1
37261,0,3,0,7.0,1,1,66.23,0,0,1
37262,0,1,1,59.0,0,0,46.35,0,0,1
37263,1,3,0,23.0,0,0,6.59,0,1,0
37264,1,1,0,53.0,0,0,105.05,0,0,1
37265,1,2,0,59.0,0,3,32.02,1,0,0
37266,0,2,1,49.0,0,0,29.98,0,0,1
37267,1,2,0,56.0,0,0,30.44,1,0,0
37268,0,2,0,42.0,0,3,8.18,0,0,1
37269,1,2,0,46.0,0,1,24.69,0,0,1
37270,1,1,1,22.0,0,0,13.39,1,0,0
37271,0,2,1,53.0,0,0,8.53,0,0,1
37272,0,1,1,48.0,0,0,26.59,1,0,0
37273,0,1,1,59.0,0,0,194.33,0,1,0
37274,0,2,0,12.0,0,0,8.66,0,0,1
37275,1,1,0,65.0,2,1,216.17,1,0,0
37276,0,1,1,38.0,1,0,10.83,1,0,0
37277,0,3,1,53.0,0,0,7.58,0,0,1
37278,0,1,1,30.0,1,2,31.56,0,0,1
37279,0,3,1,4.0,1,0,71.32,0,0,1
37280,0,3,0,1.0,1,1,28.57,0,0,1
37281,0,2,1,52.0,0,0,8.33,0,0,1
37282,1,1,0,27.0,0,0,79.14,0,1,0
37283,0,2,1,24.0,0,1,11.69,0,0,1
37284,1,2,1,24.0,0,0,27.58,1,0,0
37285,1,1,0,37.0,0,1,205.05,1,0,0
37286,0,3,1,22.0,1,0,10.28,0,0,1
37287,0,1,0,44.0,1,3,75.53,0,0,1
37288,1,3,1,0.58,1,2,30.36,0,0,1
37289,0,3,1,25.0,0,0,10.66,0,0,1
37290,0,3,1,25.0,0,0,9.12,0,0,1
37291,0,3,1,29.0,0,2,9.47,0,0,1
37292,0,1,1,37.0,0,0,79.36,0,1,0
37293,0,3,1,20.0,0,0,9.73,1,0,0
37294,0,1,1,64.0,0,0,23.94,0,0,1
37295,1,1,1,35.5,0,0,81.82,0,0,1
37296,1,2,0,25.0,0,0,5.7,0,1,0
37297,0,3,1,26.0,0,0,29.81,0,0,1
37298,0,1,1,56.0,0,0,75.17,1,0,0
37299,0,2,1,52.0,0,0,28.47,0,0,1
37300,1,2,0,38.0,0,0,26.17,0,0,1
37301,0,3,1,3.0,1,0,9.85,0,0,1
37302,1,1,1,55.0,0,2,26.82,0,0,1
37303,0,3,0,6.0,1,2,27.9,0,0,1
37304,1,3,0,38.0,0,0,339.35,0,0,1
37305,0,2,1,32.0,0,2,281.59,0,0,1
37306,0,3,1,46.0,4,0,7.25,0,0,1
37307,0,3,1,30.0,0,0,9.73,0,0,1
37308,0,2,1,39.0,4,0,28.17,0,0,1
37309,1,1,0,45.0,1,0,71.01,0,0,1
37310,0,3,1,28.0,0,0,26.84,0,0,1
37311,1,2,0,52.0,0,1,106.09,1,0,0
37312,0,3,1,43.0,0,0,12.49,0,0,1
37313,1,2,1,23.0,0,0,10.67,0,0,1
37314,0,3,1,38.0,0,0,9.58,0,0,1
37315,1,2,1,61.0,2,1,21.61,0,0,1
37316,0,3,1,49.0,1,2,73.88,1,0,0
37317,0,1,1,49.0,0,0,138.75,1,0,0
37318,0,3,1,20.0,1,1,28.41,0,0,1
37319,0,3,1,9.0,0,0,20.73,0,0,1
